"Country","Region","Year","Population","Life.Expectancy","Health.Expenditure"
"Chile","Latin America & Caribbean",1997,14840038,75.66980488,401.7580375
"China","East Asia & Pacific",1997,1230075000,70.76631707,30.98156881
"Colombia","Latin America & Caribbean",1997,37775054,70.0852439,252.8904836
"Comoros","Sub-Saharan Africa",1997,520151,57.17646341,18.55093041
"Congo, Dem. Rep.","Sub-Saharan Africa",1997,46369335,45.41002439,5.221841737
"Congo, Rep.","Sub-Saharan Africa",1997,2890841,54.28341463,24.89716034
"Costa Rica","Latin America & Caribbean",1997,3648263,77.2295122,223.3170198
"Cote d'Ivoire","Sub-Saharan Africa",1997,15492127,50.48992683,46.61407703
"Croatia","Europe & Central Asia",1997,4572000,72.49512195,301.8071096
"Cuba","Latin America & Caribbean",1997,10992290,75.70641463,126.0632008
"Cyprus","Europe & Central Asia",1997,890758,77.54717073,716.3966026
"Czech Republic","Europe & Central Asia",1997,10304131,73.82487805,369.4187991
"Denmark","Europe & Central Asia",1997,5284991,75.94512195,2628.595542
"Djibouti","Middle East & North Africa",1997,665755,53.10365854,34.00650267
"Dominica","Latin America & Caribbean",1997,70846,75.95121951,212.7724088
"Dominican Republic","Latin America & Caribbean",1997,8190620,70.11560976,132.7623532
"Ecuador","Latin America & Caribbean",1997,11774005,72.15739024,88.45520801
"Egypt, Arab Rep.","Middle East & North Africa",1997,64199588,67.06531707,58.54985856
"El Salvador","Latin America & Caribbean",1997,5839103,69.25595122,155.2978257
"Equatorial Guinea","Sub-Saharan Africa",1997,472486,48.51153659,43.91661079
"Eritrea","Sub-Saharan Africa",1997,3335157,54.00653659,9.100875563
"Estonia","Europe & Central Asia",1997,1399535,69.8097561,222.2847278
"Ethiopia","Sub-Saharan Africa",1997,60481739,50.23895122,4.40261611
"Fiji","East Asia & Pacific",1997,793165,67.03756098,91.78065376
"Finland","Europe & Central Asia",1997,5139835,76.87853659,1845.954734
"France","Europe & Central Asia",1997,60042230,78.30487805,2436.760865
"Gabon","Sub-Saharan Africa",1997,1148416,60.60495122,117.0776865
"Gambia, The","Sub-Saharan Africa",1997,1191155,54.24026829,21.01281985
"Georgia","Europe & Central Asia",1997,4531600,70.81395122,56.9572553
"Germany","Europe & Central Asia",1997,82034771,77.07317073,2699.173708
"Ghana","Sub-Saharan Africa",1997,17855250,57.95512195,20.50530228
"Greece","Europe & Central Asia",1997,10776504,78.13658537,1063.95734
"Grenada","Latin America & Caribbean",1997,101039,72.40587805,218.9316296
"Guatemala","Latin America & Caribbean",1997,10481515,66.10614634,63.94203473
"Guinea","Sub-Saharan Africa",1997,7982155,46.48834146,26.33577699
"Guinea-Bissau","Sub-Saharan Africa",1997,1170619,44.11519512,16.04042881
"Guyana","Latin America & Caribbean",1997,729743,63.04443902,52.81766472
"Haiti","Latin America & Caribbean",1997,8187204,57.7314878,24.56111299
"Honduras","Latin America & Caribbean",1997,5835607,69.464,39.46951577
"Hungary","Europe & Central Asia",1997,10290486,70.70243902,308.8204975
"Iceland","Europe & Central Asia",1997,271128,78.88536585,2649.209856
"India","South Asia",1997,1000558144,60.53573171,18.35357479
"Indonesia","East Asia & Pacific",1997,205063468,64.66943902,20.33183162
"Iran, Islamic Rep.","Middle East & North Africa",1997,61955730,68.91965854,110.0599748
"Iraq","Middle East & North Africa",1997,22206597,71.2642439,8.886019315
"Ireland","Europe & Central Asia",1997,3674171,75.9697561,1402.208425
"Israel","Middle East & North Africa",1997,5836000,78,1469.741181
"Italy","Europe & Central Asia",1997,56890372,78.62853659,1604.371601
"Jamaica","Latin America & Caribbean",1997,2534068.675,70.27129268,177.8400943
"Japan","East Asia & Pacific",1997,126091000,80.42414634,2361.916497
"Jordan","Middle East & North Africa",1997,4459121.395,71.69860976,145.6612301
"Kazakhstan","Europe & Central Asia",1997,15333703.04,64.46341463,66.88588569
"Kenya","Sub-Saharan Africa",1997,28944780,54.33712195,18.65780976
"Kiribati","East Asia & Pacific",1997,79713,60.43902439,81.59640936
"Korea, Rep.","East Asia & Pacific",1997,45954000,74.24780488,454.3835714
"Kuwait","Middle East & North Africa",1997,1678812,73.49104878,667.9092418
"Kyrgyz Republic","Europe & Central Asia",1997,4696400,66.89268293,20.65968797
"Lao PDR","East Asia & Pacific",1997,5016576,59.56956098,21.99465889
"Latvia","Europe & Central Asia",1997,2432851,69.34926829,160.0927278
"Lebanon","Middle East & North Africa",1997,3597350,70.17719512,501.5643981
"Lesotho","Sub-Saharan Africa",1997,1865218,53.32817073,32.07624869
"Liberia","Sub-Saharan Africa",1997,2360511,43.19934146,0
"Libya","Middle East & North Africa",1997,4951076,71.56809756,192.5804196
"Lithuania","Europe & Central Asia",1997,3575137,70.90902439,162.5783173
"Luxembourg","Europe & Central Asia",1997,419450,76.8804878,2470.736401
"Macedonia, FYR","Europe & Central Asia",1997,1982994,72.4147561,177.9357822
"Madagascar","Sub-Saharan Africa",1997,13981666,56.77004878,8.552608959
"Malawi","Sub-Saharan Africa",1997,10319125,46.19646341,13.29373536
"Malaysia","East Asia & Pacific",1997,21781499,71.56909756,123.0825735
"Maldives","South Asia",1997,259002,67.28160976,124.2929712
"Mali","Sub-Saharan Africa",1997,10371338,46.32653659,18.23214976
"Malta","Middle East & North Africa",1997,375236,77.43658537,635.2712074
"Mauritania","Sub-Saharan Africa",1997,2425374,56.8007561,23.02378341
"Mauritius","Sub-Saharan Africa",1997,1148284,70.40487805,126.966258
"Mexico","Latin America & Caribbean",1997,95441345,73.42604878,224.7720762
"Micronesia, Fed. Sts.","East Asia & Pacific",1997,107947,66.97160976,148.7296704
"Moldova","Europe & Central Asia",1997,3659655,66.58514634,42.22950815
"Mongolia","East Asia & Pacific",1997,2345618,61.80360976,18.35656938
"Montenegro","Europe & Central Asia",1997,642533,75.51668293,97.98453203
"Morocco","Middle East & North Africa",1997,27708647,67.47,49.33028318
"Mozambique","Sub-Saharan Africa",1997,16862385,46.3554878,10.46355932
"Myanmar","East Asia & Pacific",1997,43352191,60.9234878,2.017998965
"Namibia","Sub-Saharan Africa",1997,1751872,59.4344878,141.8162609
"Nepal","South Asia",1997,22691788,59.09,11.71842369
"Netherlands","Europe & Central Asia",1997,15610650,77.79439024,1968.537034
"New Zealand","East Asia & Pacific",1997,3781300,77.33414634,1297.292874
"Nicaragua","Latin America & Caribbean",1997,4824799,68.2414878,47.94328417
"Niger","Sub-Saharan Africa",1997,9835945,45.99060976,6.736440383
"Nigeria","Sub-Saharan Africa",1997,115268715,45.25370732,53.2666059
"Norway","Europe & Central Asia",1997,4405157,78.14268293,3017.106791
"Oman","Middle East & North Africa",1997,2266469,73.51482927,231.7489652
"Pakistan","South Asia",1997,134255952,62.51231707,14.75536915
"Panama","Latin America & Caribbean",1997,2787228,73.65146341,257.6036119
"Papua New Guinea","East Asia & Pacific",1997,4970478,57.90629268,33.72229151
"Paraguay","Latin America & Caribbean",1997,5014650,69.29556098,123.0334995
"Peru","Latin America & Caribbean",1997,24667356,69.00087805,104.2181181
"Philippines","East Asia & Pacific",1997,72427130,66.3397561,41.14854248
"Poland","Europe & Central Asia",1997,38649660,72.64634146,230.0539002
"Portugal","Europe & Central Asia",1997,10091120,75.41219512,891.797603
"Qatar","Middle East & North Africa",1997,528787,75.70439024,680.3402481
"Romania","Europe & Central Asia",1997,22553978,69.00487805,66.26215849
"Russian Federation","Europe & Central Asia",1997,147304000,66.95073171,194.0917899
"Rwanda","Sub-Saharan Africa",1997,6297733,37.76419512,13.50523794
"Samoa","East Asia & Pacific",1997,171766,68.37053659,77.55515291
"San Marino","Europe & Central Asia",1997,26077,79.47317073,2730.9492
"Sao Tome and Principe","Sub-Saharan Africa",1997,133152,61.94297561,54.66907686
"Saudi Arabia","Middle East & North Africa",1997,19020639,70.89912195,264.804024
"Senegal","Sub-Saharan Africa",1997,8812695,54.86353659,21.63940694
"Serbia","Europe & Central Asia",1997,7649630.752,72.03902439,194.3631149
"Seychelles","Sub-Saharan Africa",1997,77319,71.41463415,431.6224114
"Sierra Leone","Sub-Saharan Africa",1997,3913681,37.79902439,31.40078214
"Singapore","East Asia & Pacific",1997,3796000,77.04878049,761.4150797
"Slovak Republic","Europe & Central Asia",1997,5383291,72.70487805,229.814342
"Slovenia","Europe & Central Asia",1997,1985956,74.70731707,797.3915308
"Solomon Islands","East Asia & Pacific",1997,376511,60.90860976,49.5269013
"Somalia","Sub-Saharan Africa",1997,6786636,46.22168293,5.751916219
"South Africa","Sub-Saharan Africa",1997,40926063.04,58.09112195,286.5605783
"Spain","Europe & Central Asia",1997,39582413,78.60414634,1061.00416
"Sri Lanka","South Asia",1997,18568000,69.3162439,27.26810266
"St. Kitts and Nevis","Latin America & Caribbean",1997,40740,70.03634146,316.0128211
"St. Lucia","Latin America & Caribbean",1997,149666,71.76,198.5349141
"St. Vincent and the Grenadines","Latin America & Caribbean",1997,107979,70.1682439,128.3283848
"Sudan","Sub-Saharan Africa",1997,25763173,55.1925122,13.74482377
"Suriname","Latin America & Caribbean",1997,447957,67.8555122,160.3582121
"Swaziland","Sub-Saharan Africa",1997,1006824,53.44180488,87.26581496
"Sweden","Europe & Central Asia",1997,8846062,79.19756098,2297.196478
"Switzerland","Europe & Central Asia",1997,7088906,79.0795122,3701.166083
"Syrian Arab Republic","Middle East & North Africa",1997,14856464,73.36626829,59.08390422
"Tajikistan","Europe & Central Asia",1997,5945181,62.81295122,5.633900624
"Tanzania","Sub-Saharan Africa",1997,31592450,49.64453659,8.045899417
"Thailand","East Asia & Pacific",1997,60933752,72.27929268,98.96849904
"Togo","Sub-Saharan Africa",1997,4349349,54.36585366,17.72125213
"Tonga","East Asia & Pacific",1997,96551,70.36368293,98.41613159
"Trinidad and Tobago","Latin America & Caribbean",1997,1275460,68.79736585,187.1077979
"Tunisia","Middle East & North Africa",1997,9215000,71.90243902,116.346389
"Turkey","Europe & Central Asia",1997,60783217,67.43280488,129.8792197
"Turkmenistan","Europe & Central Asia",1997,4335991,63.3954878,29.97290712
"Uganda","Sub-Saharan Africa",1997,22123185,44.89019512,14.77925565
"Ukraine","Europe & Central Asia",1997,50594105.02,67.29536585,60.54961067
"United Arab Emirates","Middle East & North Africa",1997,2611610,73.92082927,750.7649941
"United Kingdom","Europe & Central Asia",1997,58316954,77.21097561,1544.821764
"United States","North America",1997,272657000,76.42926829,4054.627219
"Uruguay","Latin America & Caribbean",1997,3256181.753,73.66341463,682.6763602
"Uzbekistan","Europe & Central Asia",1997,23667000,66.57419512,42.62172034
"Vanuatu","East Asia & Pacific",1997,174921,66.33009756,48.02180955
"Venezuela, RB","Latin America & Caribbean",1997,22959000,72.5695122,144.3852079
"Vietnam","East Asia & Pacific",1997,74306900,70.50631707,17.20205917
"Yemen, Rep.","Middle East & North Africa",1997,16226938,58.13068293,20.7893129
"Zambia","Sub-Saharan Africa",1997,9418120,42.58960976,25.78229868
"Zimbabwe","Sub-Saharan Africa",1997,12086519,49.18890244,92.24324547
"Albania","Europe & Central Asia",1998,3079037,73.19780488,47.10204775
"Algeria","Middle East & North Africa",1998,29673694,69.33836585,65.98324148
"Angola","Sub-Saharan Africa",1998,13138265,43.71431707,24.39985905
"Argentina","Latin America & Caribbean",1998,36134642,73.28646341,706.5454278
"Armenia","Europe & Central Asia",1998,3109101,69.98553659,35.16307641
"Australia","East Asia & Pacific",1998,18711000,78.63170732,1587.242931
"Austria","Europe & Central Asia",1998,7976789,77.57317073,2666.708917
"Azerbaijan","Europe & Central Asia",1998,7913000,65.92336585,30.30136087
"Bahamas, The","Latin America & Caribbean",1998,290571,70.98285366,1029.197884
"Bahrain","Middle East & North Africa",1998,611237,73.54317073,479.3492731
"Bangladesh","South Asia",1998,124803351,63.72197561,9.348686969
"Barbados","Latin America & Caribbean",1998,265941,75.21563415,530.1756391
"Belarus","Europe & Central Asia",1998,10069000,68.40731707,89.26793042
"Belgium","Europe & Central Asia",1998,10203008,77.47317073,1975.633825
"Belize","Latin America & Caribbean",1998,238500,73.37263415,110.7679042
"Benin","Sub-Saharan Africa",1998,6154708,51.99582927,17.49445419
"Bhutan","South Asia",1998,540507,59.51004878,49.12651807
"Bolivia","Latin America & Caribbean",1998,7971237,62.2357561,54.36715287
"Bosnia and Herzegovina","Europe & Central Asia",1998,3480285,72.7164878,94.70603441
"Botswana","Sub-Saharan Africa",1998,1695587,53.84170732,126.290675
"Brazil","Latin America & Caribbean",1998,169409713,69.4712439,335.6478226
"Brunei Darussalam","East Asia & Pacific",1998,312216,75.73636585,575.3251992
"Bulgaria","Europe & Central Asia",1998,8256786,71.06097561,82.73043966
"Burkina Faso","Sub-Saharan Africa",1998,11621159,49.61034146,12.46869997
"Burundi","Sub-Saharan Africa",1998,6223515,45.33843902,8.041258657
"Cambodia","East Asia & Pacific",1998,11986128,56.76714634,18.16529413
"Cameroon","Sub-Saharan Africa",1998,14976200,50.7867561,28.99837299
"Canada","North America",1998,30247900,78.66243902,1848.571848
"Cape Verde","Sub-Saharan Africa",1998,421203,68.48780488,65.37565901
"Central African Republic","Sub-Saharan Africa",1998,3559604,44.37256098,10.26540535
"Chad","Sub-Saharan Africa",1998,7689836,49.01717073,12.27848879
"Chile","Latin America & Caribbean",1998,15039162,76.03302439,405.2391002
"China","East Asia & Pacific",1998,1241935000,70.92709756,35.37793694
"Colombia","Latin America & Caribbean",1998,38439099,70.40519512,223.6444083
"Comoros","Sub-Saharan Africa",1998,533754,57.41129268,16.54374174
"Congo, Dem. Rep.","Sub-Saharan Africa",1998,47373590,45.35578049,6.08807087
"Congo, Rep.","Sub-Saharan Africa",1998,2973329,54.1882439,24.51089071
"Costa Rica","Latin America & Caribbean",1998,3740578,77.43036585,267.6700062
"Cote d'Ivoire","Sub-Saharan Africa",1998,15878555,50.29421951,52.95705936
"Croatia","Europe & Central Asia",1998,4501000,72.31707317,372.1750565
"Cuba","Latin America & Caribbean",1998,11031429,75.94034146,133.5850429
"Cyprus","Europe & Central Asia",1998,908059,77.68609756,764.3722736
"Czech Republic","Europe & Central Asia",1998,10294373,74.51463415,398.1353259
"Denmark","Europe & Central Asia",1998,5304219,76.13902439,2670.81276
"Djibouti","Middle East & North Africa",1998,688940,53.3435122,39.43436941
"Dominican Republic","Latin America & Caribbean",1998,8324680,70.37156098,142.9201856
"Ecuador","Latin America & Caribbean",1998,11959586,72.59126829,83.42084538
"Egypt, Arab Rep.","Middle East & North Africa",1998,65309201,67.77358537,65.78953752
"El Salvador","Latin America & Caribbean",1998,5878097,69.38904878,168.5070311
"Equatorial Guinea","Sub-Saharan Africa",1998,488039,48.58719512,48.98317888
"Eritrea","Sub-Saharan Africa",1998,3428264,54.7357561,9.335497026
"Estonia","Europe & Central Asia",1998,1386156,69.35853659,223.0885071
"Ethiopia","Sub-Saharan Africa",1998,62174171,50.70868293,4.541892237
"Fiji","East Asia & Pacific",1998,800685,67.23085366,65.107814
"Finland","Europe & Central Asia",1998,5153498,77.09073171,1850.700252
"France","Europe & Central Asia",1998,60299148,78.45609756,2483.484773
"Gabon","Sub-Saharan Africa",1998,1177936,60.29268293,133.8171013
"Gambia, The","Sub-Saharan Africa",1998,1225044,54.53741463,24.25366567
"Georgia","Europe & Central Asia",1998,4487300,71.03812195,48.6460068
"Germany","Europe & Central Asia",1998,82047195,77.47560976,2733.39847
"Ghana","Sub-Saharan Africa",1998,18281113,58.0012439,21.30394722
"Greece","Europe & Central Asia",1998,10834880,77.83902439,1054.592087
"Grenada","Latin America & Caribbean",1998,101219,72.74368293,247.3141297
"Guatemala","Latin America & Caribbean",1998,10723154,66.66741463,74.85687197
"Guinea","Sub-Saharan Africa",1998,8112650,46.97890244,24.95255017
"Guinea-Bissau","Sub-Saharan Africa",1998,1193585,44.36031707,12.21491553
"Guyana","Latin America & Caribbean",1998,730458,63.47863415,51.77273377
"Haiti","Latin America & Caribbean",1998,8342233,57.96487805,26.99068888
"Honduras","Latin America & Caribbean",1998,5963008,69.82136585,49.70822413
"Hungary","Europe & Central Asia",1998,10266570,70.55780488,335.1643859
"Iceland","Europe & Central Asia",1998,274047,79.60243902,2783.538318
"India","South Asia",1998,1018471141,60.89534146,18.40910158
"Indonesia","East Asia & Pacific",1998,207839287,65.00356098,9.549158154
"Iran, Islamic Rep.","Middle East & North Africa",1998,63133032,69.18802439,134.2348871
"Iraq","Middle East & North Africa",1998,22887833,71.14065854,9.162486725
"Ireland","Europe & Central Asia",1998,3712696,76.19536585,1459.447646
"Israel","Middle East & North Africa",1998,5971000,78.14878049,1429.20243
"Italy","Europe & Central Asia",1998,56906744,78.42682927,1652.734004
"Jamaica","Latin America & Caribbean",1998,2556780.051,70.31095122,175.0083629
"Japan","East Asia & Pacific",1998,126410000,80.50146341,2221.306368
"Jordan","Middle East & North Africa",1998,4597400,71.82902439,157.302966
"Kazakhstan","Europe & Central Asia",1998,15071300.13,64.56097561,70.05357115
"Kenya","Sub-Saharan Africa",1998,29696410,53.51197561,21.32202635
"Korea, Rep.","East Asia & Pacific",1998,46287000,74.81060976,312.9732008
"Kuwait","Middle East & North Africa",1998,1763693,73.58239024,652.7316821
"Kyrgyz Republic","Europe & Central Asia",1998,4769000,67.05121951,23.35560495
